Code   Colat Long   alt(m) year    D         I        H      X     Y      Z      F
LYH   52.600 114.717  -999 2011.5  354.347   55.780  29896  29751  -2945  43950  53155
LYH   52.600 114.717  -999 2012.5  354.295   55.860  29846  29698  -2967  44021  53185
LYH   52.600 114.717  -999 2013.5  354.240   55.940  29807  29657  -2991  44097  53226
LYH   52.600 114.717  -999 2014.5  354.185   56.023  29767  29614  -3016  44172  53266
LYH   52.600 114.717  -999 2015.5  354.118   56.118  29717  29561  -3045  44255  53307
LYH   52.600 114.717  -999 2016.5  354.040   56.185  29696  29535  -3084  44334  53360
LYH   52.600 114.717  -999 2017.5  353.948   56.250  29674  29509  -3128  44410  53411
ZIN   52.517 126.633  -999 1918.5   -5.685   53.267  29978  29831  -2970  40170  50123
ZIN   52.517 126.633  -999 1921.5   -5.512   53.332  29960  29822  -2878  40241  50169
ZIN   52.517 126.633  -999 1922.5   -5.612   53.232  29972  29828  -2931  40111  50072
ZIN   52.517 126.633  -999 1923.5   -5.822   53.233  29921  29767  -3035  40045  49989
ZIN   52.517 126.633  -999 1924.5   -5.852   53.098  29970  29814  -3056  39914  49913
ZIN   52.517 126.633  -999 1925.5   -5.905   53.165  30017  29858  -3088  40073  50069
ZIN   52.517 126.633  -999 1926.5   -5.963   53.150  30001  29839  -3117  40030  50025
ZIN   52.517 126.633  -999 1927.5   -5.988   53.128  29971  29807  -3127  39959  49950
ZIN   52.517 126.633  -999 1928.5   -6.013   53.213  29965  29800  -3139  40074  50038
ZIN   52.517 126.633  -999 1929.5   -6.040   53.268  29923  29757  -3149  40098  50032
ZIN   52.517 126.633  -999 1930.5   -6.063   53.132  29831  29664  -3151  39777  49720
ZIN   52.517 126.633  -999 1931.5   -6.065   53.195  29866  29699  -3156  39915  49852
ZIN   52.517 126.633  -999 1932.5   -6.062   53.182  30006  29838  -3169  40083  50070
ZIN   52.517 126.633  -999 1933.5   -6.043   53.202  30059  29892  -3165  40183  50182
ZIN   52.517 126.633  -999 1934.5   -6.065   53.212  30069  29901  -3177  40211  50210
ZIN   52.517 126.633  -999 1935.5   -6.100   53.233  30087  29917  -3197  40267  50266
ZIN   52.517 126.633  -999 1936.5   -6.143   53.238  30105  29932  -3222  40298  50301
ZIN   52.517 126.633  -999 1937.5   -6.160   53.238  30123  29949  -3232  40322  50332
ZIN   52.517 126.633  -999 1938.5   -6.193   53.273  30130  29954  -3251  40383  50385
ZIN   52.517 126.633  -999 1939.5   -6.215   53.263  30178  30001  -3267  40433  50453
ZIN   52.517 126.633  -999 1940.5   -6.243   53.257  30196  30017  -3284  40447  50475
ZIN   52.517 126.633  -999 1941.5   -6.283   53.183  30167  29986  -3302  40301  50341
ZIN   52.517 126.633  -999 1942.5   -6.342   53.152  30209  30024  -3337  40309  50373
ZIN   52.517 126.633  -999 1943.5   -6.360   53.158  30229  30043  -3349  40348  50416
ZIN   52.517 126.633  -999 1944.5  888.888   53.167  30258  88888  88888  40398  50473
CRC   52.767 237.867  -999 1970.5   16.672   61.532  24326  23303   6979  44860  51031
CRC   52.767 237.867  -999 1971.5   16.633   61.507  24333  23315   6965  44828  51006
CRC   52.767 237.867  -999 1972.5   16.595   61.498  24329  23315   6949  44808  50987
CRC   52.767 237.867  -999 1973.5   16.540   61.490  24315  23309   6922  44764  50942
CRC   52.767 237.867  -999 1974.5   16.483   61.492  24298  23299   6894  44736  50909
FRN   52.917 240.283   331 1982.8   15.483   61.638  24147  23271   6447  44731  50833
FRN   52.917 240.283   331 1983.5   15.400   61.607  24155  23288   6414  44685  50796
FRN   52.917 240.283   331 1984.5   15.367   61.585  24145  23282   6398  44627  50739
FRN   52.917 240.283   331 1985.5   15.320   61.553  24142  23285   6379  44565  50685
FRN   52.917 240.283   331 1986.5   15.283   61.540  24128  23274   6360  44512  50631
FRN   52.917 240.283   331 1987.5   15.240   61.515  24118  23269   6339  44448  50570
FRN   52.917 240.283   331 1988.5   15.200   61.517  24089  23246   6316  44395  50509
FRN   52.917 240.283   331 1989.5   15.168   61.520  24059  23221   6295  44348  50454
FRN   52.917 240.283   331 1990.5   15.142   61.503  24044  23209   6280  44291  50396
FRN   52.917 240.283   331 1991.5   15.112   61.500  24020  23189   6262  44238  50339
FRN   52.917 240.283   331 1992.5   15.085   61.477  24011  23184   6249  44180  50284
FRN   52.917 240.283   331 1993.5   15.058   61.452  24000  23176   6235  44116  50222
FRN   52.917 240.283   331 1994.5   15.030   61.438  23980  23160   6219  44052  50156
FRN   52.917 240.283   331 1995.5   14.988   61.407  23970  23155   6199  43975  50084
FRN   52.917 240.283   331 1996.5   14.940   61.372  23960  23150   6177  43895  50009
FRN   52.917 240.283   331 1997.5   14.878   61.352  23940  23137   6147  43820  49933
FRN   52.917 240.283   331 1998.5   14.808   61.340  23912  23118   6111  43749  49857
FRN   52.917 240.283   331 1999.5   14.730   61.322  23889  23104   6074  43674  49780
FRN   52.917 240.283   331 2000.5   14.638   61.313  23859  23084   6030  43603  49704
FRN   52.917 240.283   331 2001.5   14.540   61.290  23838  23074   5985  43523  49623
FRN   52.917 240.283   331 2002.5   14.445   61.272  23813  23060   5940  43446  49544
FRN   52.917 240.283   331 2003.5   14.343   61.273  23778  23037   5891  43381  49471
FRN   52.917 240.283   331 2004.5   14.248   61.250  23757  23026   5847  43304  49392
FRN   52.917 240.283   331 2005.5   14.147   61.240  23726  23007   5799  43229  49312
FRN   52.917 240.283   331 2006.5   14.038   61.215  23702  22994   5750  43140  49222
FRN   52.917 240.283   331 2007.5   13.933   61.198  23674  22977   5700  43060  49138
FRN   52.917 240.283   331 2008.5   13.823   61.177  23650  22965   5651  42978  49055
FRN   52.917 240.283   331 2009.5   13.713   61.157  23620  22947   5599  42887  48961
FRN   52.917 240.283   331 2010.5   13.605   61.143  23583  22921   5547  42798  48866
FRN   52.917 240.283   331 2011.5   13.495   61.135  23542  22892   5494  42707  48766
FRN   52.917 240.283   331 2012.5   13.380   61.127  23496  22859   5438  42611  48660
FRN   52.917 240.283   331 2013.5   13.270   61.113  23456  22830   5384  42514  48556
FRN   52.917 240.283   331 2014.5   13.177   61.110  23411  22794   5337  42425  48455
FRN   52.917 240.283   331 2015.5   13.098   61.117  23358  22751   5293  42344  48360
FRN   52.917 240.283   331 2016.5   13.013   61.102  23322  22723   5252  42251  48260
ALM   53.150 357.533    65 1955.5   -7.822   52.495  25801  25561  -3511  33618  42378
ALM   53.150 357.533    65 1956.5   -7.697   52.467  25825  25592  -3459  33616  42391
ALM   53.150 357.533    65 1957.5   -7.552   52.418  25865  25641  -3399  33608  42408
ALM   53.150 357.533    65 1958.5   -7.427   52.377  25901  25684  -3348  33605  42428
ALM   53.150 357.533    65 1959.5   -7.310   52.340  25936  25725  -3300  33606  42450
ALM   53.150 357.533    65 1960.5   -7.192   52.308  25971  25767  -3251  33612  42477
ALM   53.150 357.533    65 1961.5   -7.082   52.248  26020  25822  -3208  33603  42499
ALM   53.150 357.533    65 1962.5   -6.982   52.190  26062  25869  -3168  33588  42514
ALM   53.150 357.533    65 1963.5   -6.862   52.153  26093  25906  -3117  33582  42528
ALM   53.150 357.533    65 1964.5   -6.752   52.120  26126  25945  -3071  33584  42550
ALM   53.150 357.533    65 1965.5   -6.655   52.057  26169  25993  -3033  33564  42560
ALM   53.150 357.533    65 1966.5   -6.558   52.017  26198  26027  -2992  33552  42568
ALM   53.150 357.533    65 1967.5   -6.458   51.975  26229  26063  -2950  33541  42579
ALM   53.150 357.533    65 1968.5   -6.370   51.935  26256  26094  -2913  33528  42585
ALM   53.150 357.533    65 1969.5   -6.275   51.873  26303  26145  -2875  33513  42602
ALM   53.150 357.533    65 1970.5   -6.175   51.832  26335  26182  -2833  33504  42615
ALM   53.150 357.533    65 1971.5   -6.077   51.782  26373  26225  -2792  33492  42629
ALM   53.150 357.533    65 1972.5   -5.977   51.745  26402  26258  -2749  33485  42642
ALM   53.150 357.533    65 1973.5   -5.877   51.705  26433  26294  -2706  33475  42653
ALM   53.150 357.533    65 1974.5   -5.755   51.653  26474  26341  -2655  33467  42672
ALM   53.150 357.533    65 1975.5   -5.625   51.583  26522  26394  -2599  33443  42683
ALM   53.150 357.533    65 1976.5   -5.488   51.528  26562  26440  -2541  33428  42696
ALM   53.150 357.533    65 1977.5   -5.348   51.475  26603  26487  -2479  33414  42711
ALM   53.150 357.533    65 1978.5   -5.203   51.445  26620  26511  -2414  33400  42710
ALM   53.150 357.533    65 1979.5   -5.063   51.398  26658  26554  -2353  33393  42729
ALM   53.150 357.533    65 1980.5   -4.932   51.345  26689  26590  -2294  33367  42728
ALM   53.150 357.533    65 1981.5   -4.783   51.325  26706  26613  -2227  33365  42736
ALM   53.150 357.533    65 1982.5   -4.640   51.303  26721  26633  -2162  33356  42739
ALM   53.150 357.533    65 1983.5   -4.497   51.253  26752  26669  -2097  33337  42743
ALM   53.150 357.533    65 1984.5   -4.352   51.228  26774  26696  -2031  33334  42755
ALM   53.150 357.533    65 1985.5   -4.227   51.208  26799  26726  -1975  33342  42777
ALM   53.150 357.533    65 1986.5   -4.090   51.207  26817  26749  -1913  33361  42803
ALM   53.150 357.533    65 1987.5   -3.985   51.147  26858  26793  -1867  33342  42815
ALM   53.150 357.533    65 1988.5   -3.885   51.108  26890  26828  -1822  33335  42829
ALM   53.150 357.533    65 1989.5   -3.763   51.097  26917  26859  -1767  33354  42861
ALM   53.150 357.533    65 1990.5   -3.635   51.068  26914  26859  -1706  33317  42829
ALM   53.150 357.533    65 1991.5   -3.513   51.060  26926  26875  -1650  33322  42841
BZR   53.200   3.017  -999 1888.5  -13.907   54.333  24997  24264  -6008  34829  42871
BZR   53.200   3.017  -999 1900.5  -12.942  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1901.0  -12.850  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1902.0  -12.767  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1903.0  -12.675  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1904.0  -12.583  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1905.5  -12.365   53.252  25418  24828  -5443  34040  42483
BZR   53.200   3.017  -999 1906.0  -12.367  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1907.0  -12.267  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1908.0  -12.158  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1909.0  -12.067  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1910.0  -11.942  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1911.0  -11.833  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1912.5  -11.730   53.015  25430  24899  -5170  33766  42271
BZR   53.200   3.017  -999 1913.5  -11.493   52.957  25450  24939  -5071  33720  42246
BZR   53.200   3.017  -999 1914.5  -11.428   52.917  25460  24955  -5045  33685  42224
BZR   53.200   3.017  -999 1915.5  -11.223   52.877  25440  24954  -4952  33609  42152
BZR   53.200   3.017  -999 1916.5  -11.152   52.905  25470  24989  -4926  33683  42229
BZR   53.200   3.017  -999 1917.5  -11.003   52.865  25464  24996  -4860  33627  42181
BZR   53.200   3.017  -999 1918.5  -10.917   52.838  25480  25019  -4825  33615  42181
BZR   53.200   3.017  -999 1919.5  -10.877   52.822  25493  25035  -4810  33612  42186
BZR   53.200   3.017  -999 1920.5  -10.743   52.748  25504  25057  -4754  33537  42133
BZR   53.200   3.017  -999 1921.5  -10.517  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1922.5  -10.290  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1923.5  -10.063  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1924.5   -9.837  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1925.5   -9.683  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1926.5   -9.550  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1927.5   -9.367  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1928.5   -9.217  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1929.5   -9.100  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1930.5   -8.967  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1931.5   -8.833  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1932.5   -8.717  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1933.5   -8.583  888.888  88888  88888  88888  88888  88888
BZR   53.200   3.017  -999 1934.5   -8.433  888.888  88888  88888  88888  88888  88888
