Code   Colat Long   alt(m) year    D         I        H      X     Y      Z      F
TUN   86.483  98.567     0 2008.5   -0.890  -10.967  41160  41155   -639  -7972  41926
TUN   86.483  98.567     0 2009.5   -0.888  -10.818  41201  41197   -639  -7858  41947
TUN   86.483  98.567     0 2010.5   -0.922  -10.658  41207  41202   -664  -7756  41928
TUN   86.483  98.567     0 2011.5   -0.893  -10.515  41222  41217   -643  -7647  41925
TUN   86.483  98.567     0 2012.5   -0.895  -10.503  41250  41244   -645  -7644  41951
TUN   86.483  98.567     0 2016.5   -0.887   -9.567  41368  41364   -640  -6972  41964
TUN   86.483  98.567     0 2017.5   -0.890   -9.423  41372  41367   -642  -6867  41975
MFP   86.650   8.667  -999 1958.9   -7.660  -16.030  30724  30450  -4095  -8827  31967
MFP   86.650   8.667  -999 1959.5   -7.607  -16.063  30726  30456  -4067  -8847  31974
MFP   86.650   8.667  -999 1960.5   -7.538  -16.137  30722  30456  -4030  -8889  31982
MFP   86.650   8.667  -999 1961.5   -7.463  -16.202  30737  30477  -3992  -8931  32008
MFP   86.650   8.667  -999 1962.5   -7.388  -16.267  30741  30486  -3953  -8970  32023
MFP   86.650   8.667  -999 1963.5   -7.317  -16.342  30735  30485  -3914  -9012  32029
MFP   86.650   8.667  -999 1964.5   -7.257  -16.427  30732  30486  -3882  -9060  32040
MFP   86.650   8.667  -999 1965.5   -7.182  -16.523  30733  30492  -3842  -9117  32057
MFP   86.650   8.667  -999 1966.5   -7.105  -16.632  30720  30484  -3800  -9177  32061
MFP   86.650   8.667  -999 1967.5   -7.062  -16.748  30709  30476  -3775  -9241  32069
MFP   86.650   8.667  -999 1968.5   -6.990  -16.873  30703  30475  -3736  -9313  32084
MFP   86.650   8.667  -999 1969.5   -6.917  -17.003  30704  30481  -3698  -9389  32107
MFP   86.650   8.667  -999 1970.5   -6.835  -17.143  30700  30482  -3654  -9470  32127
MFP   86.650   8.667  -999 1971.5   -6.757  -17.282  30697  30484  -3612  -9550  32148
KOU   84.783 307.283    10 1996.5  -17.010   21.070  28225  26990  -8257  10875  30247
KOU   84.783 307.283    10 1997.5  -17.088   20.792  28202  26957  -8287  10708  30166
KOU   84.783 307.283    10 1998.5  -17.180   20.515  28172  26915  -8321  10541  30080
KOU   84.783 307.283    10 1999.4  -17.252   20.235  28159  26892  -8351  10380  30011
KOU   84.783 307.283    10 2000.5  -17.332   19.935  28119  26842  -8377  10198  29911
KOU   84.783 307.283    10 2001.6  -17.400   19.630  28107  26820  -8405  10025  29841
KOU   84.783 307.283    10 2002.5  -17.453   19.372  28089  26796  -8425   9876  29774
KOU   84.783 307.283    10 2003.5  -17.515   19.107  28057  26756  -8444   9719  29692
KOU   84.783 307.283    10 2004.5  -17.568   18.798  28051  26743  -8467   9549  29632
KOU   84.783 307.283    10 2005.5  -17.623   18.500  28033  26718  -8487   9380  29561
KOU   84.783 307.283    10 2006.5  342.333   18.195  28027  26705  -8505   9213  29502
KOU   84.783 307.283    10 2007.5  -17.700   17.903  28011  26685  -8517   9049  29437
KOU   84.783 307.283    10 2008.5  -17.723   17.598  28001  26672  -8524   8882  29376
KOU   84.783 307.283    10 2009.5  -17.750   17.252  27999  26666  -8536   8695  29318
KOU   84.783 307.283    10 2010.5  -17.793   16.885  27988  26649  -8553   8496  29249
KOU   84.783 307.283    10 2011.5  -17.842   16.510  27978  26632  -8572   8293  29181
KOU   84.783 307.283    10 2012.5  -17.890   16.138  27959  26608  -8589   8091  29106
KOU   84.783 307.283    10 2013.5  -17.920   15.768  27952  26596  -8600   7893  29045
KOU   84.783 307.283    10 2014.5  -17.927   15.407  27943  26587  -8601   7700  28985
MOG   87.967  45.350  -999 1933.1    0.930  -16.637  33142  33138    538  -9904  34590
SIN   88.717 103.850  -999 1840.5  888.888  888.888  36610  88888  88888  88888  88888
SIN   88.717 103.850  -999 1841.5    1.600  -12.722  36707  36693   1025  -8287  37631
SIN   88.717 103.850  -999 1842.5    1.573  -12.702  88888  88888  88888  88888  88888
SIN   88.717 103.850  -999 1843.5    1.572  -12.678  88888  88888  88888  88888  88888
SIN   88.717 103.850  -999 1844.5    1.607  -12.655  88888  88888  88888  88888  88888
SIN   88.717 103.850  -999 1845.5    1.600  -12.702  88888  88888  88888  88888  88888
SIN   88.717 103.850  -999 1846.5  888.888  -12.920  37391  88888  88888  -8577  38362
SIN   88.717 103.850  -999 1847.5    1.608  -12.907  37351  37336   1048  -8559  38319
TND   88.717 124.950   704 2001.7    1.062  -14.182  39309  39302    729  -9933  40544
TND   88.717 124.950   704 2002.7    1.047  -14.107  39268  39262    717  -9868  40489
TND   88.717 124.950   704 2003.5    1.047  -14.107  39268  39261    717  -9868  40489
TND   88.717 124.950   704 2005.4    0.998  -14.005  39270  39264    684  -9777  40469
TND   88.717 124.950   704 2006.5    0.970  -13.932  39272  39266    664  -9725  40458
TND   88.717 124.950   704 2009.5    0.830  -13.667  39290  39286    569  -9553  40435
TND   88.717 124.950   704 2010.5    0.807  -13.632  39280  39277    553  -9526  40419
TND   88.717 124.950   704 2016.5    0.258  -13.102  39332  39332    177  -9154  40383
TND   88.717 124.950   704 2017.5    0.173  -13.027  39323  39323    118  -9098  40361
JRV   89.617 199.967  -999 1957.8    9.258    2.217  34466  34017   5545   1334  34492
JRV   89.617 199.967  -999 1958.5    9.267    2.237  34445  33995   5547   1345  34471
GAN   89.300  73.150     2 2011.5   -4.592  -19.523  37565  37444  -3007 -13320  39855
GAN   89.300  73.150     2 2012.5   -4.520  -19.410  37618  37501  -2965 -13255  39884
GAN   89.300  73.150     2 2013.5   -4.440  -19.302  37682  37569  -2917 -13197  39926
GAN   89.300  73.150     2 2014.5   -4.363  -19.210  37738  37628  -2871 -13148  39963
GAN   89.300  73.150     2 2015.5   -4.293  -19.122  37782  37676  -2828 -13099  39988
GAN   89.300  73.150     2 2016.5   -4.235  -19.015  37852  37749  -2795 -13045  40037
TTB1  91.200 311.483  -999 1933.9  -12.577   22.030  29025  28329  -6320  11745  31311
TTB2  91.200 311.483    10 1957.5  -15.178   17.557  28671  27671  -7507   9071  30072
TTB2  91.200 311.483    10 1958.5  -15.283   17.332  28649  27635  -7551   8941  30012
TTB2  91.200 311.483    10 1959.5  -15.427   17.108  28617  27586  -7612   8809  29942
TTB2  91.200 311.483    10 1960.5  -15.535   16.908  28578  27534  -7654   8687  29870
TTB2  91.200 311.483    10 1961.5  -15.658   16.678  28552  27492  -7705   8554  29806
TTB2  91.200 311.483    10 1962.5  -15.788   16.463  28515  27438  -7758   8427  29734
TTB2  91.200 311.483    10 1963.5  -15.918   16.227  28461  27369  -7806   8284  29642
TTB2  91.200 311.483    10 1964.5  -16.038   15.957  28424  27317  -7853   8128  29564
TTB2  91.200 311.483    10 1965.5  -16.152   15.657  28376  27256  -7894   7953  29469
TTB2  91.200 311.483    10 1966.5  -16.292   15.445  28326  27189  -7946   7826  29388
TTB2  91.200 311.483    10 1967.5  -16.380   15.102  28288  27140  -7977   7634  29300
TTB2  91.200 311.483    10 1968.5  -16.497   14.922  28233  27071  -8017   7524  29218
TTB2  91.200 311.483    10 1969.5  -16.597   14.565  28195  27020  -8053   7326  29131
TTB2  91.200 311.483    10 1970.5  -16.702   14.390  28148  26961  -8089   7222  29060
TTB2  91.200 311.483    10 1971.5  -16.813   14.072  28099  26898  -8128   7043  28968
TTB2  91.200 311.483    10 1972.5  -16.905   13.855  28060  26847  -8159   6921  28901
TTB2  91.200 311.483    10 1973.5  -17.027   13.552  28009  26781  -8202   6751  28811
TTB2  91.200 311.483    10 1974.5  -17.110   13.315  27966  26728  -8228   6619  28739
TTB2  91.200 311.483    10 1975.5  -17.245   13.022  27932  26676  -8281   6460  28670
TTB2  91.200 311.483    10 1976.5  -17.312   12.777  27869  26607  -8293   6320  28577
TTB2  91.200 311.483    10 1977.5  -17.465   12.492  27832  26549  -8353   6166  28507
TTB2  91.200 311.483    10 1978.5  -17.577   12.143  27805  26507  -8397   5983  28442
TTB2  91.200 311.483    10 1979.5  -17.725   11.870  27763  26445  -8452   5835  28369
TTB2  91.200 311.483    10 1980.5  -17.842   11.518  27721  26388  -8493   5649  28291
TTB2  91.200 311.483    10 1981.5  -17.992   11.235  27688  26334  -8552   5500  28229
TTB2  91.200 311.483    10 1982.5  -18.102   10.885  27648  26280  -8590   5317  28154
TTB2  91.200 311.483    10 1983.5  -18.215   10.547  27601  26218  -8628   5139  28076
TTB2  91.200 311.483    10 1984.5  -18.320   10.163  27591  26193  -8672   4946  28031
TTB2  91.200 311.483    10 1985.5  -18.405    9.852  27559  26150  -8701   4786  27972
TTB2  91.200 311.483    10 1986.5  -18.480    9.528  27519  26100  -8723   4619  27904
TTB2  91.200 311.483    10 1987.5  -18.553    9.223  27487  26059  -8746   4463  27847
TTB2  91.200 311.483    10 1988.5  -18.643    8.878  27447  26008  -8774   4288  27780
TTB2  91.200 311.483    10 1989.5  -18.728    8.605  27397  25946  -8797   4146  27709
TTB2  91.200 311.483    10 1990.5  -18.795    8.233  27372  25912  -8819   3960  27657
TTB2  91.200 311.483    10 1991.5  -18.863    7.892  27329  25861  -8836   3788  27590
TTB2  91.200 311.483    10 1992.5  -18.960    7.573  27292  25812  -8867   3629  27532
TTB2  91.200 311.483    10 1993.5  -19.017    7.220  27262  25774  -8883   3454  27480
TTB2  91.200 311.483    10 1994.5  -19.083    6.890  27225  25729  -8901   3290  27423
TTB2  91.200 311.483    10 1995.5  -19.152    6.633  27170  25666  -8914   3160  27353
TTB2  91.200 311.483    10 1996.5  -19.227    6.227  27165  25649  -8946   2963  27326
TTB2  91.200 311.483    10 1997.5  -19.307    5.890  27128  25602  -8969   2799  27272
TTB2  91.200 311.483    10 1998.5  -19.395    5.543  27089  25552  -8996   2628  27216
TTB2  91.200 311.483    10 1999.5  -19.462    5.175  27061  25515  -9016   2451  27172
TTB2  91.200 311.483    10 2000.5  -19.547    4.853  27014  25457  -9038   2294  27111
TTB2  91.200 311.483    10 2001.5  -19.608    4.448  27011  25444  -9064   2101  27092
TTB2  91.200 311.483    10 2002.5  -19.603    4.125  26944  25382  -9040   1939  27014
TTB2  91.200 311.483    10 2003.5  -19.712    3.805  26915  25338  -9078   1790  26975
TTB2  91.200 311.483    10 2004.5  -19.770    3.450  26891  25306  -9096   1621  26940
TTB2  91.200 311.483    10 2005.5  -19.827    3.078  26830  25240  -9100   1443  26869
TTB2  91.200 311.483    10 2006.5  -19.877    2.735  26811  25214  -9116   1281  26842
TTB2  91.200 311.483    10 2007.5  -19.902    2.388  26775  25176  -9115   1117  26799
TTB2  91.200 311.483    10 2008.5  -19.935    2.017  26760  25156  -9124    942  26776
TTB2  91.200 311.483    10 2009.5  -19.955    1.605  26726  25121  -9121    742  26736
TTB2  91.200 311.483    10 2010.5  -19.953    1.395  26720  25116  -9119    651  26728
TTB2  91.200 311.483    10 2011.5  -20.038    0.750  26647  25034  -9130    348  26649
TTB2  91.200 311.483    10 2012.5  -20.110    0.265  26605  24983  -9147    123  26605
NAI   91.333  36.817  1670 1964.5   -2.360  -26.875  30918  30892  -1273 -15669  34662
NAI   91.333  36.817  1670 1965.5   -2.323  -26.873  30917  30892  -1253 -15667  34660
NAI   91.333  36.817  1670 1966.5   -2.252  888.888  88888  88888  88888  88888  88888
NAI   91.333  36.817  1670 1967.5   -2.180  -26.957  30847  30825  -1173 -15688  34607
NAI   91.333  36.817  1670 1968.5   -2.097  -27.002  30817  30796  -1127 -15703  34587
NAI   91.333  36.817  1670 1969.5   -2.018  -27.028  30788  30769  -1084 -15706  34563
NAI   91.333  36.817  1670 1970.5   -1.943  -27.057  30744  30726  -1043 -15704  34523
NAI   91.333  36.817  1670 1971.5   -1.853  -27.087  30713  30697   -993 -15708  34497
NAI   91.333  36.817  1670 1972.5   -1.763  -27.065  30674  30659   -944 -15673  34446
NAI   91.333  36.817  1670 1973.5   -1.652  -27.053  30631  30618   -882 -15643  34394
NAI   91.333  36.817  1670 1974.5   -1.567  -27.032  30591  30580   -836 -15608  34343
NAI   91.333  36.817  1670 1975.5   -1.448  -27.040  30569  30559   -773 -15602  34320
NAI   91.333  36.817  1670 1976.5   -1.345  -27.028  30545  30537   -717 -15582  34290
NAI   91.333  36.817  1670 1977.5   -1.257  -26.987  30521  30514   -669 -15542  34250
NAI   91.333  36.817  1670 1978.5   -1.160  -26.935  30487  30481   -617 -15490  34196
NAI   91.333  36.817  1670 1979.5   -1.050  -26.880  30457  30452   -558 -15438  34146
NAI   91.333  36.817  1670 1980.5   -0.965  -26.812  30435  30431   -513 -15382  34101
LWI   92.250  28.800  -999 1958.7   -4.228  -29.295  29894  29813  -2204 -16772  34278
LWI   92.250  28.800  -999 1959.5   -4.183  -29.342  29884  29804  -2180 -16799  34282
LWI   92.250  28.800  -999 1960.5   -4.123  -29.422  29869  29792  -2148 -16845  34292
LWI   92.250  28.800  -999 1961.8   -4.058  -29.480  29881  29806  -2115 -16892  34325
LWI   92.250  28.800  -999 1963.7   -3.957  -29.602  29836  29765  -2059 -16950  34315
LWI   92.250  28.800  -999 1964.4   -3.910  -29.648  29822  29753  -2034 -16974  34314
LWI   92.250  28.800  -999 1965.6   -3.830  -29.728  29804  29737  -1991 -17019  34321
LWI   92.250  28.800  -999 1966.5   -3.750  -29.807  29773  29709  -1947 -17056  34312
LWI   92.250  28.800  -999 1967.5   -3.660  -29.885  29733  29672  -1898 -17087  34293
LWI   92.250  28.800  -999 1968.6   -3.555  -29.970  29700  29643  -1842 -17127  34284
LWI   92.250  28.800  -999 1969.5   -3.457  -30.047  29674  29620  -1789 -17164  34280
LWI   92.250  28.800  -999 1970.5   -3.345  -30.130  29632  29582  -1729 -17198  34261
HNA   92.567 140.517  -999 1957.7    3.957  -20.940  37319  37230   2575 -14280  39958
HNA   92.567 140.517  -999 1958.5    3.960  -20.988  37314  37225   2577 -14315  39966
HNA   92.567 140.517  -999 1959.5    3.965  -21.062  37298  37209   2579 -14364  39968
HNA   92.567 140.517  -999 1960.5    3.972  -21.153  37275  37185   2582 -14423  39968
HNA   92.567 140.517  -999 1961.5    3.980  -21.225  37279  37189   2587 -14478  39992
HNA   92.567 140.517  -999 1962.3    4.007  -21.237  37289  37198   2605 -14491  40006
EUS   93.883 321.567  -999 1975.6  888.888  888.888  88888  88888  88888  88888  27014
EUS   93.883 321.567  -999 1976.8  888.888  888.888  88888  88888  88888  88888  26999
EUS   93.883 321.567  -999 1977.2  888.888  888.888  88888  88888  88888  88888  26983
BIN   94.267  15.367  -999 1953.5   -9.162  -33.618  27238  26891  -4337 -18110  32709
BIN   94.267  15.367  -999 1954.5   -9.113  -33.643  27227  26883  -4312 -18119  32705
BIN   94.267  15.367  -999 1955.5   -9.065  -33.687  27218  26878  -4288 -18143  32711
BIN   94.267  15.367  -999 1956.5   -9.003  -33.737  27201  26866  -4257 -18166  32709
BIN   94.267  15.367  -999 1957.5   -8.943  -33.790  27192  26861  -4227 -18197  32720
BIN   94.267  15.367  -999 1958.5   -8.887  -33.855  27182  26856  -4199 -18235  32732
BIN   94.267  15.367  -999 1959.5   -8.842  -33.945  27162  26839  -4175 -18283  32742
BIN   94.267  15.367  -999 1960.5   -8.800  -34.032  27140  26821  -4152 -18328  32749
BIN   94.267  15.367  -999 1961.5   -8.745  -34.098  27135  26820  -4125 -18371  32769
BIN   94.267  15.367  -999 1962.5   -8.693  -34.175  27121  26809  -4099 -18414  32781
BIN   94.267  15.367  -999 1963.5   -8.637  -34.268  27078  26771  -4066 -18449  32766
BIN   94.267  15.367  -999 1964.5   -8.578  -34.362  27050  26747  -4034 -18495  32768
BIN   94.267  15.367  -999 1965.5   -8.552  -34.463  27031  26730  -4020 -18552  32784
BIN   94.267  15.367  -999 1966.5   -8.477  -34.597  26992  26697  -3979 -18618  32790
BIN   94.267  15.367  -999 1967.5   -8.360  -34.753  26940  26654  -3917 -18692  32790
BIN   94.267  15.367  -999 1968.5   -8.287  -34.895  26906  26625  -3878 -18766  32804
BIN   94.267  15.367  -999 1969.5   -8.203  -35.018  26891  26616  -3837 -18842  32835
BIN   94.267  15.367  -999 1970.5   -8.115  -35.170  26863  26594  -3792 -18929  32862
BIN   94.267  15.367  -999 1971.5   -8.022  -35.332  26803  26541  -3740 -19000  32854
BIN   94.267  15.367  -999 1972.5   -7.913  -35.502  26777  26522  -3687 -19101  32892
BIN   94.267  15.367  -999 1973.5   -7.923  -35.633  26730  26475  -3685 -19160  32888
KUY   96.033 106.733  -999 1949.5    1.548  888.888  88888  88888  88888  88888  88888
KUY   96.033 106.733  -999 1950.5    1.520  -32.410  37371  37358    991 -23725  44266
KUY   96.033 106.733  -999 1951.5    1.465  -32.423  37386  37374    956 -23748  44291
KUY   96.033 106.733  -999 1952.5    1.432  -32.367  37381  37369    934 -23692  44257
KUY   96.033 106.733  -999 1953.5    1.378  -32.337  37489  37478    902 -23733  44370
KUY   96.033 106.733  -999 1954.5    1.353  -32.283  37496  37486    886 -23689  44352
KUY   96.033 106.733  -999 1955.5    1.327  -32.303  37476  37466    868 -23694  44338
KUY   96.033 106.733  -999 1956.5    1.315  -32.303  37470  37460    860 -23690  44331
KUY   96.033 106.733  -999 1957.5    1.275  -32.300  37465  37456    834 -23684  44323
KUY   96.033 106.733  -999 1958.5    1.263  -32.333  37450  37441    826 -23705  44322
KUY   96.033 106.733  -999 1959.5    1.238  -32.315  37380  37371    808 -23645  44231
KUY   96.033 106.733  -999 1960.5    1.247  -32.318  37352  37343    813 -23630  44199
KUY   96.033 106.733  -999 1961.5    1.238  -32.373  37367  37358    808 -23690  44244
KUY   96.033 106.733  -999 1962.5    1.200  -32.383  37383  37375    783 -23709  44267
TNG   96.167 106.633    14 1964.5    1.025  -32.830  37171  37165    665 -23983  44236
TNG   96.167 106.633    14 1965.5    1.038  -32.755  37189  37183    674 -23925  44220
TNG   96.167 106.633    14 1966.5    1.005  -32.600  37190  37184    652 -23784  44145
TNG   96.167 106.633    14 1967.5    0.960  -32.727  37141  37136    622 -23868  44149
TNG   96.167 106.633    14 1968.5    0.977  -32.743  37167  37162    634 -23900  44188
TNG   96.167 106.633    14 1969.5    1.015  -32.753  37093  37087    657 -23862  44105
TNG   96.167 106.633    14 1970.5    0.940  -32.782  37088  37083    608 -23885  44114
TNG   96.167 106.633    14 1971.5    0.855  -32.855  37017  37013    552 -23906  44065
TNG   96.167 106.633    14 1972.5    0.840  -32.540  37139  37135    545 -23697  44055
TNG   96.167 106.633    14 1973.5    0.782  -32.575  37162  37158    507 -23744  44100
TNG   96.167 106.633    14 1974.5    0.752  -32.617  37172  37169    488 -23788  44132
TNG   96.167 106.633    14 1975.5    0.800  -32.623  37193  37189    520 -23806  44159
TNG   96.167 106.633    14 1976.5    0.743  -32.652  37243  37240    483 -23866  44234
TNG   96.167 106.633    14 1977.5    0.688  -32.678  37267  37264    448 -23906  44276
TNG   96.167 106.633    14 1978.5    0.607  -32.648  37315  37313    395 -23908  44317
TNG   96.167 106.633    14 1979.5    0.438  -32.677  37257  37256    285 -23897  44262
TNG   96.167 106.633    14 1980.5    0.373  -32.648  37307  37306    243 -23904  44308
TNG   96.167 106.633    14 1981.5    0.270  -32.675  37339  37339    175 -23949  44360
TNG   96.167 106.633    14 1982.5    0.213  -32.642  37358  37358    139 -23929  44365
TNG   96.167 106.633    14 1983.5    0.162  -32.668  37417  37417    105 -23991  44448
TNG   96.167 106.633    14 1984.5    0.108  -32.627  37468  37468     71 -23986  44488
TNG   96.167 106.633    14 1985.5    0.068  -32.557  37517  37517     45 -23953  44512
TNG   96.167 106.633    14 1986.5    0.043  -32.515  37567  37567     28 -23947  44550
TNG   96.167 106.633    14 1987.5    0.030  -32.453  37617  37617     19 -23921  44579
TNG   96.167 106.633    14 1988.5    0.017  -32.408  37655  37655     11 -23903  44602
TNG   96.167 106.633    14 1989.5    0.030  -32.342  37676  37676     20 -23856  44593
TNG   96.167 106.633    14 1990.5    0.043  -32.303  37692  37692     27 -23830  44593
TNG   96.167 106.633    14 1991.5    0.097  -32.147  37726  37726     64 -23709  44557
TNG   96.167 106.633    14 1992.5    0.138  -32.115  37787  37787     91 -23718  44614
TNG   96.167 106.633    14 1993.5    0.197  -32.068  37826  37826    130 -23699  44637
TNG   96.167 106.633    14 1994.5    0.247  -32.027  37827  37827    163 -23662  44618
TNG   96.167 106.633    14 1995.5    0.352  -31.963  37893  37892    233 -23644  44665
TNG   96.167 106.633    14 1996.5    0.382  -31.880  37965  37964    253 -23612  44709
TNG   96.167 106.633    14 1997.5    0.400  -31.885  37957  37956    265 -23613  44702
TNG   96.167 106.633    14 1998.5    0.452  -31.795  38036  38035    300 -23578  44751
TNG   96.167 106.633    14 2001.5    0.652  -31.520  38148  38146    434 -23395  44750
TNG   96.167 106.633    14 2002.5    0.652  -31.618  38214  38213    434 -23477  44850
TNG   96.167 106.633    14 2003.5    0.700  -31.563  38170  38168    466 -23462  44818
TNG   96.167 106.633    14 2004.5    0.657  -31.438  38196  38193    438 -23346  44768
TNG   96.167 106.633    14 2011.5    0.757  -30.803  38881  38874    514 -23179  44661
TNG   96.167 106.633    14 2012.5    0.640  -30.495  39012  38990    436 -22963  44683
TNG   96.167 106.633    14 2013.5    0.700  -30.268  39032  39029    477 -22779  44706
TNG   96.167 106.633    14 2014.5    0.688  -30.082  39085  39082    470 -22640  44638
TNG   96.167 106.633    14 2015.5    0.675  -30.007  38546  38543    455 -22249  44497
TNG   96.167 106.633    14 2016.5    0.630  -30.150  38581  38578    427 -22136  44480
TNG   96.167 106.633    14 2017.5    0.637  -30.280  38619  38616    430 -22046  44468
BTV   96.183 106.833  -999 1884.5    1.922  -28.122  36845  36824   1236 -19691  41777
BTV   96.183 106.833  -999 1885.5    1.888  -28.243  36833  36813   1214 -19786  41811
BTV   96.183 106.833  -999 1886.5    1.863  -28.310  36812  36792   1197 -19830  41813
BTV   96.183 106.833  -999 1887.5    1.830  -28.417  36792  36773   1175 -19907  41832
BTV   96.183 106.833  -999 1888.5    1.790  -28.488  36794  36776   1149 -19968  41863
BTV   96.183 106.833  -999 1889.5    1.747  -28.583  36790  36773   1121 -20045  41896
BTV   96.183 106.833  -999 1890.5    1.695  -28.718  36767  36751   1088 -20144  41924
BTV   96.183 106.833  -999 1891.5    1.640  -28.847  36778  36763   1053 -20258  41988
BTV   96.183 106.833  -999 1892.5    1.580  -28.967  36754  36740   1013 -20345  42009
BTV   96.183 106.833  -999 1893.5    1.510  -29.102  36752  36739    968 -20457  42062
BTV   96.183 106.833  -999 1894.5    1.460  -29.230  36749  36737    936 -20563  42111
BTV   96.183 106.833  -999 1895.5    1.402  -29.347  36773  36762    900 -20675  42187
BTV   96.183 106.833  -999 1896.5    1.367  -29.492  36768  36758    877 -20795  42241
BTV   96.183 106.833  -999 1897.5    1.300  -29.632  36767  36758    834 -20913  42299
BTV   96.183 106.833  -999 1898.5    1.248  -29.790  36752  36743    801 -21040  42348
BTV   96.183 106.833  -999 1902.5    1.040  -30.293  36717  36711    667 -21450  42523
BTV   96.183 106.833  -999 1903.5    0.995  -30.393  36696  36690    637 -21524  42542
BTV   96.183 106.833  -999 1904.5    0.958  -30.558  36697  36692    614 -21667  42616
BTV   96.183 106.833  -999 1905.5    0.917  -30.680  36690  36685    587 -21767  42661
BTV   96.183 106.833  -999 1906.5    0.902  -30.813  36708  36703    578 -21894  42741
BTV   96.183 106.833  -999 1907.5    0.870  -30.928  36711  36707    557 -21996  42796
BTV   96.183 106.833  -999 1908.5    0.845  -31.053  36694  36690    541 -22095  42832
BTV   96.183 106.833  -999 1909.5    0.825  -31.160  36682  36678    528 -22180  42867
BTV   96.183 106.833  -999 1910.5    0.812  -31.203  36660  36656    519 -22205  42860
BTV   96.183 106.833  -999 1911.5    0.795  -31.273  36664  36660    509 -22269  42897
BTV   96.183 106.833  -999 1912.5    0.788  -31.323  36683  36680    505 -22324  42942
BTV   96.183 106.833  -999 1913.5    0.773  -31.407  36690  36687    495 -22401  42988
BTV   96.183 106.833  -999 1914.5    0.770  -31.480  36686  36682    493 -22464  43017
BTV   96.183 106.833  -999 1915.5    0.768  -31.560  36676  36673    492 -22528  43042
BTV   96.183 106.833  -999 1916.5    0.767  -31.645  36692  36689    491 -22613  43100
BTV   96.183 106.833  -999 1917.5    0.765  -31.705  36718  36715    490 -22682  43158
BTV   96.183 106.833  -999 1918.5    0.767  -31.770  36716  36713    492 -22738  43187
BTV   96.183 106.833  -999 1919.5    0.767  -31.837  36728  36725    491 -22806  43232
BTV   96.183 106.833  -999 1920.5    0.783  -31.895  36796  36793    503 -22899  43340
BTV   96.183 106.833  -999 1921.5    0.793  -31.928  36821  36817    510 -22945  43385
BTV   96.183 106.833  -999 1922.5    0.817  -31.958  36840  36836    525 -22983  43421
BTV   96.183 106.833  -999 1923.5    0.857  -31.972  36848  36844    551 -23000  43437
BTV   96.183 106.833  -999 1924.5    0.877  -32.047  36839  36835    564 -23062  43462
BTV   96.183 106.833  -999 1925.5    0.887  -32.103  36814  36810    570 -23097  43460
BTV   96.183 106.833  -999 1926.5    0.860  -32.160  36826  36822    553 -23154  43500
BTV   96.183 106.833  -999 1927.5    0.875  -32.175  36853  36849    563 -23185  43540
BTV   96.183 106.833  -999 1928.5    0.883  -32.248  36834  36830    568 -23239  43552
BTV   96.183 106.833  -999 1929.5    0.900  -32.227  36821  36816    578 -23212  43526
BTV   96.183 106.833  -999 1930.5    0.912  -32.278  36846  36841    586 -23273  43580
BTV   96.183 106.833  -999 1931.5    0.970  -32.323  36863  36858    624 -23325  43623
BTV   96.183 106.833  -999 1932.5    1.028  -32.353  36869  36863    662 -23356  43644
BTV   96.183 106.833  -999 1933.5    1.088  -32.360  36891  36884    700 -23376  43673
BTV   96.183 106.833  -999 1934.5    1.110  -32.345  37001  36994    717 -23432  43797
BTV   96.183 106.833  -999 1935.5    1.145  -32.343  37033  37026    740 -23451  43834
BTV   96.183 106.833  -999 1936.5    1.182  -32.303  37043  37035    764 -23420  43826
BTV   96.183 106.833  -999 1937.5    1.200  -32.333  37040  37032    776 -23446  43837
BTV   96.183 106.833  -999 1938.5    1.257  -32.442  37037  37028    813 -23541  43885
BTV   96.183 106.833  -999 1939.5    1.293  -32.513  37023  37014    836 -23599  43905
BTV   96.183 106.833  -999 1940.5    1.338  -32.533  37035  37025    865 -23624  43928
BTV   96.183 106.833  -999 1941.5    1.448  -32.553  37047  37035    936 -23650  43952
BTV   96.183 106.833  -999 1942.5    1.473  -32.565  37085  37073    954 -23685  44003
BTV   96.183 106.833  -999 1943.5    1.493  -32.557  37130  37117    968 -23706  44052
BTV   96.183 106.833  -999 1944.5    1.518  -32.527  37145  37132    984 -23689  44056
DRS   96.817  39.317  -999 1896.5   -8.707  888.888  29004  28670  -4390  88888  88888
DRS   96.817  39.317  -999 1897.5   -8.505  -36.855  29009  28690  -4290 -21745  36254
DRS   96.817  39.317  -999 1898.5   -8.313  888.888  28974  28670  -4189  88888  88888
DRS   96.817  39.317  -999 1898.8   -8.287  -36.963  28965  28663  -4175 -21798  36251
DRS   96.817  39.317  -999 1900.0   -8.067  -37.145  28934  28648  -4060 -21918  36299
DRS   96.817  39.317  -999 1903.5   -7.587  888.888  88888  88888  88888  88888  88888
PLR   96.967 106.550    54 2007.5    0.787  -32.422  38377  38373    527 -24375  45464
PLR   96.967 106.550    54 2008.5    0.820  -32.340  38390  38386    549 -24307  45438
PLR   96.967 106.550    54 2009.5    0.820  -32.232  38420  38416    550 -24224  45419
PLR   96.967 106.550    54 2010.5    0.808  -32.108  38433  38429    542 -24118  45374
PLR   96.967 106.550    54 2011.5    0.788  -31.983  38467  38464    530 -24022  45352
PLR   96.967 106.550    54 2012.5    0.780  -31.835  38500  38494    524 -23905  45317
